recall,ndcg,n_patience,batch_size,lr,reg_weight,gcl_reg,gcl_eps,gcl_temp,embedding_dim,n_layers,geo_threshold,geo_k_neighbors,geo_weight,time_decay,time_min_weight,layer_weighting,layer_decay,name
0.2932896329904976,0.1315565041946339,20,1024,0.001,0.001,0.1,0.1,0.3,512,7,0.0,0,1.0,0.0,0.0,uniform,0.0,emb_512_n_layers_7_reg_0.001_gcl
0.29420685100710536,0.13182745812673455,20,1024,0.001,0.001,0.1,0.1,0.3,512,8,0.0,0,1.0,0.0,0.0,uniform,0.0,emb_512_n_layers_8_reg_0.001_gcl
0.29568662940723256,0.13215868936644803,20,1024,0.001,0.001,0.1,0.1,0.3,512,6,0.0,0,1.0,0.0,0.0,uniform,0.0,emb_512_n_layers_6_reg_0.001_gcl
0.2967383727329428,0.13248553503451035,20,1024,0.001,0.001,0.1,0.1,0.3,512,8,0.0,0,1.0,0.0,0.0,gentle,0.1,emb_512_n_layers_8_reg_0.001_gentle_0.1_gcl
0.30057845882914064,0.13251867432709727,20,1024,0.001,0.001,0.1,0.1,0.3,512,8,0.0,15,1.0,0.0,0.0,gentle,0.1,emb_512_n_layers_8_reg_0.001_gentle_0.1_gcl_geo_distance_15
0.3012266262275434,0.1326387820014558,20,1024,0.001,0.001,0.1,0.1,0.3,512,7,0.0,15,1.0,0.0,0.0,gentle,0.1,emb_512_n_layers_7_reg_0.001_gentle_0.1_gcl_geo_distance_15
0.3024495835830205,0.1329726137083494,20,1024,0.001,0.001,0.1,0.1,0.3,512,6,0.0,15,1.0,0.0,0.0,gentle,0.1,emb_512_n_layers_6_reg_0.001_gentle_0.1_gcl_geo_distance_15
0.29742322885200995,0.1330390462289535,20,1024,0.001,0.001,0.1,0.1,0.3,512,7,0.0,0,1.0,0.0,0.0,gentle,0.1,emb_512_n_layers_7_reg_0.001_gentle_0.1_gcl
0.29739876970490037,0.1331143592058151,20,1024,0.001,0.001,0.1,0.1,0.3,512,3,0.0,0,1.0,0.0,0.0,gentle,0.1,emb_512_n_layers_3_reg_0.001_gentle_0.1_gcl
0.2983037581479534,0.13322627989983285,20,1024,0.001,0.001,0.1,0.1,0.3,512,3,0.0,0,1.0,0.0,0.0,uniform,0.0,emb_512_n_layers_3_reg_0.001_gcl
0.2984872017512749,0.13342258900083823,20,1024,0.001,0.001,0.1,0.1,0.3,512,6,0.0,0,1.0,0.0,0.0,gentle,0.1,emb_512_n_layers_6_reg_0.001_gentle_0.1_gcl
0.2984872017512749,0.13342258900083823,20,1024,0.001,0.001,0.1,0.1,0.3,512,6,0.0,0,1.0,0.0,0.0,gentle,0.1,emb_1024_n_layers_6_reg_0.001_gentle_0.1_gcl
0.29821815113307,0.13346918048787884,20,1024,0.001,0.001,0.1,0.1,0.3,512,5,0.0,0,1.0,0.0,0.0,gentle,0.1,emb_512_n_layers_5_reg_0.001_gentle_0.1_gcl
0.30007704631339505,0.1340631770129773,20,1024,0.001,0.001,0.1,0.1,0.3,512,4,0.0,0,1.0,0.0,0.0,gentle,0.1,emb_512_n_layers_4_reg_0.001_gentle_0.1_gcl
0.300187112475388,0.13415466888191097,20,1024,0.001,0.001,0.1,0.1,0.3,512,4,0.0,0,1.0,0.0,0.0,uniform,0.0,emb_512_n_layers_4_reg_0.001_gcl
0.3065342611503137,0.1347751066723561,20,1024,0.001,0.001,0.1,0.1,0.3,512,4,0.0,5,5.0,0.0,0.0,uniform,0.0,emb_512_n_layers_4_reg_0.001_gcl_geo_distance_neighbors_5_weight_5.0
0.30844207462485784,0.13566482694896506,20,1024,0.001,0.001,0.1,0.1,0.3,512,4,0.0,10,1.0,0.0,0.0,uniform,0.0,emb_512_n_layers_4_reg_0.001_gcl_geo_distance_neighbors_10_weight_1.0
0.31235553816238426,0.13805528565108652,20,1024,0.001,0.001,0.1,0.1,0.3,512,4,0.0,7,1.0,0.0,0.0,uniform,0.0,emb_512_n_layers_4_reg_0.001_gcl_geo_distance_neighbors_7_weight_1.0
0.31360295466497085,0.13857747181290284,20,1024,0.001,0.001,0.1,0.1,0.3,512,4,0.0,5,2.0,0.0,0.0,uniform,0.0,emb_512_n_layers_4_reg_0.001_gcl_geo_distance_neighbors_5_weight_2.0
0.3134561997823136,0.13966009502464027,20,1024,0.001,0.001,0.1,0.1,0.3,512,4,0.0,5,1.0,0.0,0.0,uniform,0.0,emb_512_n_layers_4_reg_0.001_gcl_geo_distance_neighbors_5_weight_1.0
0.31264904792769876,0.14003368889139312,19,1024,0.001,0.001,0.1,0.1,0.3,512,4,0.0,2,1.0,0.0,0.0,uniform,0.0,emb_512_n_layers_4_reg_0.001_gcl_geo_distance_neighbors_2_weight_1.0
0.3146546979906811,0.1404093622075407,20,1024,0.001,0.001,0.1,0.1,0.3,512,4,0.0,4,1.0,0.0,0.0,uniform,0.0,emb_512_n_layers_4_reg_0.001_gcl_geo_distance_neighbors_4_weight_1.0
0.3143978769460309,0.14079523581610387,18,1024,0.001,0.001,0.1,0.1,0.3,512,4,0.0,3,1.0,0.0,0.0,uniform,0.0,emb_512_n_layers_4_reg_0.001_gcl_geo_distance_neighbors_3_weight_1.0
